country_of_citizenship,class_of_admission,employer_state,us_economic_sector,case_status,foreign_worker_info_education,foreign_worker_info_major,case_received_date,decision_date,processing_days,application_year,application_month,application_quarter,application_dayofweek
ARGENTINA,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-05-06,2015-08-21,472,2014,5,2,1
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,MASTER'S,INFORMATION SYSTEMS,2014-06-17,2015-09-04,444,2014,6,2,1
INDIA,H-1B,MASSACHUSETTS,UNKNOWN,CERTIFIED,BACHELOR'S,COMPUTER ENGINEERING,2014-04-18,2015-07-29,467,2014,4,2,4
INDIA,H-1B,WASHINGTON,UNKNOWN,CERTIFIED,MASTER'S,INFORMATION NETWORKING (INFORMATION SYSTEMS RELATED),2014-06-20,2015-08-28,434,2014,6,2,4
UNITED KINGDOM,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,OTHER,MECHANICAL ENGINEERING,2014-04-11,2015-07-28,473,2014,4,2,4
INDIA,H-1B,MISSOURI,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-05-02,2015-08-17,472,2014,5,2,4
PHILIPPINES,H-1B,MARYLAND,UNKNOWN,CERTIFIED,MASTER'S,SPECIAL EDUCATION,2014-04-28,2015-07-30,458,2014,4,2,0
NEW ZEALAND,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,ASSOCIATE'S,NAUTICAL SCIENCE,2014-04-14,2015-07-28,470,2014,4,2,0
JAPAN,H-1B,TEXAS,UNKNOWN,CERTIFIED,BACHELOR'S,PHYSICS,2014-04-30,2015-07-29,455,2014,4,2,2
INDIA,H-1B,MISSOURI,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-05-08,2015-08-24,473,2014,5,2,3
PANAMA,H-1B,MARYLAND,UNKNOWN,CERTIFIED,BACHELOR'S,ENGLISH,2014-04-29,2015-08-06,464,2014,4,2,1
CHINA,F-1,WASHINGTON,UNKNOWN,CERTIFIED,DOCTORATE,INDUSTRIAL ENGINEERING (ENGINEERING RELATED),2014-06-18,2015-09-11,450,2014,6,2,2
PHILIPPINES,H-1B,MARYLAND,UNKNOWN,CERTIFIED,MASTER'S,SPECIAL EDUCATION (3/2009 COMPLETION),2014-04-29,2015-07-30,457,2014,4,2,1
FRANCE,F-1,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,FINANCIAL ENGINEERING,2014-04-22,2015-08-06,471,2014,4,2,1
CHINA,UNKNOWN,NEW JERSEY,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-20,2015-08-06,473,2014,4,2,6
INDIA,H-1B,WASHINGTON,UNKNOWN,CERTIFIED,DOCTORATE,COMPUTER SCIENCE,2014-06-05,2015-09-11,463,2014,6,2,3
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,MASTER'S,INDUSTRIAL ENGINEERING,2014-04-18,2015-07-24,462,2014,4,2,4
UKRAINE,H-1B,MINNESOTA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER INFORMATION SYSTEMS,2014-05-21,2015-08-18,454,2014,5,2,2
INDIA,H-1B,MICHIGAN,UNKNOWN,CERTIFIED,MASTER'S,POLYMER TECHNOLOGY,2015-01-07,2015-07-30,204,2015,1,1,2
PHILIPPINES,H-1B,ARIZONA,UNKNOWN,CERTIFIED,MASTER'S,EDUCATION,2014-04-24,2015-08-10,473,2014,4,2,3
PORTUGAL,UNKNOWN,MARYLAND,UNKNOWN,DENIED,UNKNOWN,UNKNOWN,2014-05-01,2015-08-25,481,2014,5,2,3
ITALY,H-1B,WASHINGTON,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-06-02,2015-09-08,463,2014,6,2,0
SOUTH KOREA,UNKNOWN,MISSISSIPPI,UNKNOWN,DENIED,UNKNOWN,UNKNOWN,2014-04-21,2015-07-23,458,2014,4,2,0
MEXICO,EWI,ILLINOIS,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-05-12,2015-08-24,469,2014,5,2,0
SOUTH KOREA,UNKNOWN,CALIFORNIA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-14,2015-08-03,476,2014,4,2,0
SOUTH KOREA,UNKNOWN,CALIFORNIA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-14,2015-08-04,477,2014,4,2,0
ISRAEL,B-2,FLORIDA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-14,2015-07-28,470,2014,4,2,0
CHINA,NOT IN USA,CALIFORNIA,UNKNOWN,DENIED,UNKNOWN,UNKNOWN,2014-04-14,2015-08-03,476,2014,4,2,0
SOUTH KOREA,F-1,CALIFORNIA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-22,2015-08-26,491,2014,4,2,1
POLAND,H-1B,WASHINGTON,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE (5 YEAR MASTER'S- MAGISTER & LICENCJAT),2014-06-09,2015-08-28,445,2014,6,2,0
CHINA,H-1B,COLORADO,UNKNOWN,CERTIFIED,MASTER'S,BIOLOGY,2014-05-06,2015-08-19,470,2014,5,2,1
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER INFORMATION SYSTEMS,2014-07-22,2015-09-24,429,2014,7,3,1
SYRIA,NOT IN USA,CALIFORNIA,UNKNOWN,DENIED,MASTER'S,CIVIL ENGINEERING/INDUSTRIAL AND PUBLIC BUILDINGS,2014-06-23,2015-04-10,291,2014,6,2,0
BRAZIL,UNKNOWN,NEW YORK,UNKNOWN,CERTIFIED,MASTER'S,ECONOMICS,2014-04-25,2015-08-05,467,2014,4,2,4
INDIA,H-1B,MARYLAND,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER NETWORKING,2014-06-30,2015-09-09,436,2014,6,2,0
INDIA,H-1B,MARYLAND,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL ENGINEERING,2014-06-27,2015-09-08,438,2014,6,2,4
CHINA,L-1,WASHINGTON,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER ENGINEERING,2014-06-05,2015-09-03,455,2014,6,2,3
SOUTH KOREA,UNKNOWN,CALIFORNIA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-17,2015-08-05,475,2014,4,2,3
INDIA,H-1B,WASHINGTON,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-06-06,2015-09-09,460,2014,6,2,4
PHILIPPINES,H-1B,MARYLAND,UNKNOWN,CERTIFIED,MASTER'S,MATHEMATICS,2014-04-26,2015-08-12,473,2014,4,2,5
INDIA,PAROLEE,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,ENGINEERING (COMPUTER),2014-04-11,2015-07-27,472,2014,4,2,4
INDIA,H-1B,TEXAS,UNKNOWN,DENIED,MASTER'S,CHEMICAL ENGINEERING OR CLOSELY RELATED,2014-04-24,2015-08-06,469,2014,4,2,3
PHILIPPINES,H-1B,MARYLAND,UNKNOWN,CERTIFIED,BACHELOR'S,EDUCATION,2014-04-29,2015-07-30,457,2014,4,2,1
PHILIPPINES,H-1B,MARYLAND,UNKNOWN,CERTIFIED,BACHELOR'S,BIOLOGY,2014-04-29,2015-08-12,470,2014,4,2,1
TAIWAN,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,DOCTORATE,ELECTRICAL ENGINEERING & COMPUTER SCIENCES,2014-04-09,2015-08-11,489,2014,4,2,2
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,BACHELOR'S,ELECTRONICS AND COMMUNICATION ENGINEERING,2014-05-01,2015-08-24,480,2014,5,2,3
PHILIPPINES,H-1B,MARYLAND,UNKNOWN,CERTIFIED,MASTER'S,SPECIAL EDUCATION,2014-04-29,2015-07-29,456,2014,4,2,1
SOUTH KOREA,F-1,CALIFORNIA,UNKNOWN,CERTIFIED,ASSOCIATE'S,BUSINESS ADMINISTRATION AND MANAGEMENT,2014-04-18,2015-08-03,472,2014,4,2,4
SOUTH KOREA,UNKNOWN,CALIFORNIA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-14,2015-07-28,470,2014,4,2,0
INDIA,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,BACHELOR'S,EDUCATION,2014-04-22,2015-07-30,464,2014,4,2,1
VENEZUELA,H-4,FLORIDA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-05-30,2015-08-19,446,2014,5,2,4
INDIA,H-1B,WASHINGTON,UNKNOWN,CERTIFIED,MASTER'S,MANAGEMENT INFORMATION SYSTEMS,2014-06-13,2015-08-27,440,2014,6,2,4
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,MASTER'S,INFORMATION TECHNOLOGY (PROFESSIONAL),2014-04-28,2015-07-23,451,2014,4,2,0
SOUTH KOREA,F-1,CALIFORNIA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-14,2015-08-04,477,2014,4,2,0
INDIA,H-1B,VIRGINIA,UNKNOWN,CERTIFIED,MASTER'S,SOFTWARE ENGINEERING,2014-04-22,2015-08-10,475,2014,4,2,1
CHINA,UNKNOWN,GEORGIA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-17,2015-07-28,467,2014,4,2,3
UNITED KINGDOM,H-1B,WISCONSIN,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-24,2015-07-23,455,2014,4,2,3
PHILIPPINES,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,SPEECH PATHOLOGY,2014-04-28,2015-09-02,492,2014,4,2,0
PANAMA,H-1B,MARYLAND,UNKNOWN,CERTIFIED,BACHELOR'S,HUMANITIES,2014-04-30,2015-08-03,460,2014,4,2,2
IRELAND,H-1B,NEW YORK,UNKNOWN,CERTIFIED,DOCTORATE,VISUAL CULTURE AND CURATORIAL STUDIES,2014-06-17,2015-09-02,442,2014,6,2,1
INDIA,H-1B,OHIO,UNKNOWN,DENIED,BACHELOR'S,GENERAL STUDIES (ED. + EXP. & TRAINING = B.S COMPUTER SCIENCE),2014-04-30,2014-10-22,175,2014,4,2,2
CANADA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,COMPUTER ENGINEERING,2014-04-14,2015-08-11,484,2014,4,2,0
CANADA,H-1B,OHIO,UNKNOWN,CERTIFIED,HIGH SCHOOL,ACADEMIC,2014-04-22,2015-08-05,470,2014,4,2,1
SOUTH KOREA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL ENGINEERING,2014-05-22,2015-08-12,447,2014,5,2,3
INDIA,F-1,LOUISIANA,UNKNOWN,CERTIFIED,MASTER'S,ENGINEERING MANAGEMENT,2014-04-28,2015-08-10,469,2014,4,2,0
BRAZIL,H-1B,NEW YORK,UNKNOWN,CERTIFIED,MASTER'S,EDUCATION - KINESIOLOGY,2014-12-08,2015-06-09,183,2014,12,4,0
ISRAEL,L-1,TEXAS,UNKNOWN,CERTIFIED,BACHELOR'S,COMPUTER SCIENCE,2014-04-24,2015-08-07,470,2014,4,2,3
CHINA,UNKNOWN,NEW JERSEY,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-17,2015-07-28,467,2014,4,2,3
JAMAICA,H-1B,MARYLAND,UNKNOWN,CERTIFIED,MASTER'S,SPECIAL EDUCATION & TEACHING (COMPLETED 5/2008),2014-04-30,2015-07-30,456,2014,4,2,2
CANADA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,INFORMATION TECHNOLOGY,2014-05-09,2015-08-24,472,2014,5,2,4
SOUTH KOREA,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,MASTER'S,TEACHING ENGLISH AS A SECOND LANGUAGE,2014-05-13,2015-08-14,458,2014,5,2,1
INDIA,H-1B,VIRGINIA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER INFORMATION SYSTEMS,2014-06-16,2015-09-14,455,2014,6,2,0
INDIA,H-1B,DELAWARE,UNKNOWN,CERTIFIED,MASTER'S,"REGULATORY AFFAIRS FOR DRUGS, BIOLOGICS, AND MEDICAL DEVICES",2014-04-21,2015-07-24,459,2014,4,2,0
CHINA,F-1,ILLINOIS,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-05-01,2015-08-18,474,2014,5,2,3
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-05-19,2015-08-20,458,2014,5,2,0
INDIA,F-1,WASHINGTON,UNKNOWN,CERTIFIED,MASTER'S,BUSINESS ADMINISTRATION,2014-06-11,2015-09-10,456,2014,6,2,2
MEXICO,TN,TEXAS,UNKNOWN,CERTIFIED,MASTER'S,ECONOMICS,2014-06-05,2015-09-10,462,2014,6,2,3
SOUTH KOREA,UNKNOWN,MISSISSIPPI,UNKNOWN,DENIED,UNKNOWN,UNKNOWN,2014-04-07,2015-07-23,472,2014,4,2,0
TAIWAN,F-2,CALIFORNIA,UNKNOWN,CERTIFIED,ASSOCIATE'S,LE CORDON BLEU CULINARY ARTS,2014-05-06,2015-08-18,469,2014,5,2,1
PHILIPPINES,H-1B,MARYLAND,UNKNOWN,CERTIFIED,BACHELOR'S,ELEMENTARY EDUCATION,2014-04-30,2015-08-03,460,2014,4,2,2
CHINA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,PHYSICS,2014-04-11,2015-07-24,469,2014,4,2,4
CHINA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,MASTER'S,MARKETING,2014-04-25,2015-08-28,490,2014,4,2,4
INDIA,H-1B,PENNSYLVANIA,UNKNOWN,CERTIFIED,MASTER'S,PUBLIC HEALTH,2014-12-29,2015-08-24,238,2014,12,4,0
UKRAINE,L-1,CALIFORNIA,UNKNOWN,DENIED,MASTER'S,INFORMATION SYSTEMS,2014-06-30,2015-09-11,438,2014,6,2,0
CHINA,H-1B,CALIFORNIA,UNKNOWN,DENIED,BACHELOR'S,COMPUTER SCIENCE,2014-06-17,2015-09-09,449,2014,6,2,1
CHINA,UNKNOWN,CALIFORNIA,UNKNOWN,DENIED,UNKNOWN,UNKNOWN,2014-04-17,2014-10-09,175,2014,4,2,3
INDIA,H-1B,NEW YORK,UNKNOWN,CERTIFIED,MASTER'S,OPERATIONS RESEARCH,2014-04-10,2015-08-07,484,2014,4,2,3
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,BACHELOR'S,MECHANICAL ENGINEERING,2014-04-22,2015-08-07,472,2014,4,2,1
KIRIBATI,H-1B,UTAH,UNKNOWN,CERTIFIED,MASTER'S,MANAGEMENT INFORMATION SYSTEMS,2014-04-18,2015-08-10,479,2014,4,2,4
CHINA,UNKNOWN,NORTH CAROLINA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-23,2015-08-07,471,2014,4,2,2
INDIA,H-1B,WASHINGTON,UNKNOWN,CERTIFIED,BACHELOR'S,INFORMATION TECHNOLOGY,2014-05-07,2015-08-17,467,2014,5,2,2
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-04-28,2015-08-05,464,2014,4,2,0
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-04-30,2015-07-28,454,2014,4,2,2
CHINA,F-1,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,ACCOUNTING,2014-05-05,2015-08-14,466,2014,5,2,0
PHILIPPINES,H-1B,MARYLAND,UNKNOWN,CERTIFIED,MASTER'S,SPECIAL EDUCATION,2014-04-29,2015-08-06,464,2014,4,2,1
INDIA,H-1B,NEW YORK,UNKNOWN,DENIED,MASTER'S,ENGINEERING,2014-04-14,2015-08-13,486,2014,4,2,0
UNITED KINGDOM,UNKNOWN,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,ILLUSTRATION,2014-04-21,2015-08-07,473,2014,4,2,0
PAKISTAN,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL ENGINEERING,2014-04-16,2015-08-10,481,2014,4,2,2
INDIA,H-1B,TEXAS,UNKNOWN,CERTIFIED,MASTER'S,RETAILING,2014-04-21,2015-08-05,471,2014,4,2,0
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,MASTER OF COMPUTER APPLICATIONS,2014-04-17,2015-08-03,473,2014,4,2,3
ECUADOR,UNKNOWN,NEW YORK,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-21,2015-08-12,478,2014,4,2,0
UNITED KINGDOM,H-1B,MINNESOTA,UNKNOWN,CERTIFIED,ASSOCIATE'S,BUSINESS AND FINANCE,2014-04-28,2015-08-10,469,2014,4,2,0
INDIA,H-1B,TEXAS,UNKNOWN,CERTIFIED,MASTER'S,INDUSTRIAL TECHNOLOGY,2014-05-09,2015-08-24,472,2014,5,2,4
CANADA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,BACHELOR'S,MECHANICAL ENGINEERING,2014-04-24,2015-07-23,455,2014,4,2,3
INDIA,H-1B,CONNECTICUT,UNKNOWN,CERTIFIED,MASTER'S,MECHANICAL ENGINEERING,2014-05-07,2015-08-13,463,2014,5,2,2
IRAN,O-1,WASHINGTON,UNKNOWN,CERTIFIED,DOCTORATE,CIVIL ENGINEERING,2014-05-20,2015-08-18,455,2014,5,2,1
INDIA,H-1B,UTAH,UNKNOWN,CERTIFIED,MASTER'S,SCIENCE AND TECHNOLOGY INCLUDING COURSEWORK IN COMPUTATIONAL PHYSICS AND DATA MINING,2014-06-25,2015-09-22,454,2014,6,2,2
SOUTH KOREA,E-2,ALABAMA,UNKNOWN,CERTIFIED,HIGH SCHOOL,OCCUPATIONAL STUDIES (ELECTRONICS ENGINEERING TECHNOLOGIES),2014-04-22,2015-08-12,477,2014,4,2,1
INDIA,H-1B,DELAWARE,UNKNOWN,CERTIFIED,MASTER'S,SCIENCE - COMPUTER SCIENCE,2014-04-12,2015-07-28,472,2014,4,2,5
INDIA,H-1B,VIRGINIA,UNKNOWN,CERTIFIED,MASTER'S,ENGINEERING,2014-04-12,2015-08-07,482,2014,4,2,5
INDIA,H-1B,DELAWARE,UNKNOWN,CERTIFIED,MASTER'S,SCIENCE-SOFTWARE ENGINEERING,2014-04-20,2015-08-26,493,2014,4,2,6
SOUTH KOREA,UNKNOWN,MISSISSIPPI,UNKNOWN,DENIED,UNKNOWN,UNKNOWN,2014-04-22,2015-07-23,457,2014,4,2,1
INDIA,F-1,NEW JERSEY,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-04-30,2015-08-06,463,2014,4,2,2
INDIA,H-1B,FLORIDA,UNKNOWN,CERTIFIED,BACHELOR'S,PHARMACY,2014-04-30,2015-07-23,449,2014,4,2,2
SOUTH KOREA,F-1,CALIFORNIA,UNKNOWN,DENIED,MASTER'S,NURSING,2014-04-29,2015-07-24,451,2014,4,2,1
SRI LANKA,O-1,FLORIDA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-22,2015-08-07,472,2014,4,2,1
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL ENGINEERING (MATERIAL SCIENCE),2014-04-24,2015-07-24,456,2014,4,2,3
INDIA,H-1B,TEXAS,UNKNOWN,CERTIFIED,ASSOCIATE'S,TEXTILE CHEMISTRY,2014-04-17,2015-07-28,467,2014,4,2,3
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-05-15,2015-08-21,463,2014,5,2,3
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL AND COMPUTER ENGINEERING,2014-04-11,2015-07-24,469,2014,4,2,4
UNITED KINGDOM,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,MASTER'S,MANAGEMENT,2014-04-29,2015-08-10,468,2014,4,2,1
INDIA,H-1B,WASHINGTON,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER ENGINEERING (ENGINEERING RELATED),2014-06-26,2015-09-10,441,2014,6,2,3
CANADA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,COMPUTER SCIENCE,2014-04-24,2015-07-28,460,2014,4,2,3
INDIA,H-1B,WASHINGTON,UNKNOWN,CERTIFIED,MASTER'S,MANAGEMENT INFORMATION SYSTEMS,2014-06-25,2015-08-27,428,2014,6,2,2
PHILIPPINES,H-1B,ARIZONA,UNKNOWN,DENIED,BACHELOR'S,LIBERAL ARTS,2014-04-20,2015-04-10,355,2014,4,2,6
CHINA,UNKNOWN,FLORIDA,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-17,2015-07-29,468,2014,4,2,3
MADAGASCAR,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL ENGINEERING AND COMPUTER SCIENCE,2014-04-22,2015-07-27,461,2014,4,2,1
INDIA,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-04-22,2015-08-04,469,2014,4,2,1
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,BACHELOR'S,MECHANICAL ENGINEERING (US EVALUATION),2014-05-13,2015-08-25,469,2014,5,2,1
PHILIPPINES,H-1B,MARYLAND,UNKNOWN,CERTIFIED,BACHELOR'S,GENERAL SCIENCE,2014-04-28,2015-08-06,465,2014,4,2,0
PHILIPPINES,H-1B,PENNSYLVANIA,UNKNOWN,CERTIFIED,BACHELOR'S,BUSINESS ADMINISTRATION,2014-04-17,2015-07-24,463,2014,4,2,3
INDIA,F-1,TEXAS,UNKNOWN,DENIED,MASTER'S,ELECTRICAL ENGINEERING,2014-06-30,2015-09-08,435,2014,6,2,0
JAPAN,UNKNOWN,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,BUSINESS ADMINISTRATION,2014-04-23,2015-07-24,457,2014,4,2,2
FRANCE,H-1B,OREGON,UNKNOWN,DENIED,OTHER,WINEMAKING,2014-07-01,2015-09-25,451,2014,7,3,1
CANADA,F-1,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,FINANCIAL ENGINEERING,2014-04-21,2015-08-10,476,2014,4,2,0
INDIA,H-1B,NEW JERSEY,UNKNOWN,CERTIFIED,BACHELOR'S,ELECTRONIC ENGINEERING,2014-07-25,2015-09-24,426,2014,7,3,4
TAIWAN,UNKNOWN,NEW YORK,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-15,2015-08-03,475,2014,4,2,1
INDIA,H-1B,TEXAS,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-12-22,2015-06-22,182,2014,12,4,0
SOUTH KOREA,F-1,CALIFORNIA,UNKNOWN,DENIED,HIGH SCHOOL,GENERAL EDUCATION,2014-04-15,2014-10-24,192,2014,4,2,1
INDIA,H-1B,ILLINOIS,UNKNOWN,CERTIFIED,MASTER'S,MECHANICAL ENGINEERING,2014-04-22,2015-07-29,463,2014,4,2,1
CHINA,H-1B,FLORIDA,UNKNOWN,CERTIFIED,DOCTORATE,ENGINEERING,2014-04-16,2015-08-11,482,2014,4,2,2
UNITED KINGDOM,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,BACHELOR'S,COMPUTER ENGINEERING,2014-05-12,2015-08-17,462,2014,5,2,0
INDIA,H-1B,NEW YORK,UNKNOWN,CERTIFIED,MASTER'S,ENVIRONMENTAL ENGINEERING,2014-04-24,2015-07-24,456,2014,4,2,3
INDIA,H-1B,TEXAS,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER APPLICATIONS,2014-05-12,2015-09-28,504,2014,5,2,0
MEXICO,UNKNOWN,TENNESSEE,UNKNOWN,DENIED,UNKNOWN,UNKNOWN,2014-04-19,2014-12-04,229,2014,4,2,5
CANADA,H-1B,GEORGIA,UNKNOWN,CERTIFIED,BACHELOR'S,CIVIL ENGINEERING,2014-08-12,2015-05-01,262,2014,8,3,1
INDIA,H-1B,GEORGIA,UNKNOWN,CERTIFIED,BACHELOR'S,COMPUTER SCIENCE AND ENGINEERING,2014-05-08,2015-08-13,462,2014,5,2,3
INDIA,H-1B,MISSOURI,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2014-04-21,2015-08-11,477,2014,4,2,0
INDIA,H-1B,CALIFORNIA,UNKNOWN,DENIED,ASSOCIATE'S,COMPUTER SCIENCE,2014-05-02,2015-02-20,294,2014,5,2,4
INDIA,H-1B,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,COMPUTER SCIENCE,2015-01-05,2015-07-29,205,2015,1,1,0
PANAMA,H-1B,MARYLAND,UNKNOWN,CERTIFIED,BACHELOR'S,ENGLISH,2014-04-28,2015-07-30,458,2014,4,2,0
INDIA,UNKNOWN,NEW JERSEY,UNKNOWN,CERTIFIED,BACHELOR'S,CORPORATE SECRETARYSHIP,2014-07-29,2015-09-24,422,2014,7,3,1
MEXICO,H-1B,PENNSYLVANIA,UNKNOWN,CERTIFIED,BACHELOR'S,MECHANICAL ENGINEERING,2014-04-18,2015-08-04,473,2014,4,2,4
PANAMA,H-1B,MARYLAND,UNKNOWN,CERTIFIED,BACHELOR'S,FOREIGN LANGUAGE AND LITERATURE (ENGLISH),2014-04-29,2015-07-30,457,2014,4,2,1
PHILIPPINES,G-1,NEW JERSEY,UNKNOWN,DENIED,BACHELOR'S,OCCUPATIONAL THERAPY,2014-04-15,2015-08-07,479,2014,4,2,1
POLAND,UNKNOWN,ILLINOIS,UNKNOWN,CERTIFIED,UNKNOWN,UNKNOWN,2014-04-17,2015-07-29,468,2014,4,2,3
SOUTH KOREA,UNKNOWN,SOUTH CAROLINA,UNKNOWN,DENIED,UNKNOWN,UNKNOWN,2014-04-09,2015-08-11,489,2014,4,2,2
GERMANY,H-1B,FLORIDA,UNKNOWN,CERTIFIED,MASTER'S,PHARMACY,2014-05-06,2015-08-21,472,2014,5,2,1
INDIA,H-1B,LOUISIANA,UNKNOWN,CERTIFIED,BACHELOR'S,COMPUTER SCIENCE,2014-04-11,2015-08-05,481,2014,4,2,4
CHINA,H-1B,CALIFORNIA,UNKNOWN,DENIED,MASTER'S,ACCOUNTANCY,2014-04-25,2014-10-27,185,2014,4,2,4
MALAYSIA,F-1,CALIFORNIA,UNKNOWN,CERTIFIED,MASTER'S,CIVIL ENGINEERING,2014-05-08,2015-08-21,470,2014,5,2,3
EGYPT,H-1B,KENTUCKY,UNKNOWN,CERTIFIED,DOCTORATE,COMPUTER SCIENCE AND ENGINEERING,2014-04-10,2015-07-31,477,2014,4,2,3
INDIA,H-1B,WASHINGTON,UNKNOWN,CERTIFIED,MASTER'S,ENGINEERING,2014-04-11,2015-07-29,474,2014,4,2,4
CANADA,UNKNOWN,NORTH DAKOTA,UNKNOWN,DENIED,MASTER'S,SPECIAL EDUCATION K-12,2014-04-29,2015-02-20,297,2014,4,2,1
PANAMA,H-1B,MARYLAND,UNKNOWN,CERTIFIED,BACHELOR'S,PHYSICS AND MATH,2014-04-29,2015-08-10,468,2014,4,2,1
GERMANY,H-1B,OKLAHOMA,UNKNOWN,CERTIFIED,MASTER'S,ELECTRICAL AND COMPUTER ENGINEERING,2014-04-30,2015-07-28,454,2014,4,2,2
